
None,None,None,None,22:38:43, 11/01/2022,PresentNone
None,None,None,None,22:38:43, 11/01/2022,PresentNone
None,None,None,None,22:38:43, 11/01/2022,PresentNone
None,None,None,None,22:38:43, 11/01/2022,PresentNone
None,None,None,None,22:38:43, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:44, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:45, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:46, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:47, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:48, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:49, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:50, 11/01/2022,PresentNone
None,None,None,None,22:38:51, 11/01/2022,PresentNone
None,None,None,None,22:38:51, 11/01/2022,PresentNone
None,None,None,None,22:38:51, 11/01/2022,PresentNone
None,None,None,None,22:38:51, 11/01/2022,PresentNone
None,None,None,None,22:38:51, 11/01/2022,PresentNone
None,None,None,None,22:38:51, 11/01/2022,PresentNone
None,None,None,None,22:38:51, 11/01/2022,PresentNone
None,None,None,None,22:38:51, 11/01/2022,PresentNone
None,None,None,None,22:38:51, 11/01/2022,PresentNone
None,None,None,None,22:38:52, 11/01/2022,PresentNone
None,None,None,None,22:38:52, 11/01/2022,PresentNone
None,None,None,None,22:38:52, 11/01/2022,PresentNone
None,None,None,None,22:38:52, 11/01/2022,PresentNone
None,None,None,None,22:38:52, 11/01/2022,PresentNone
None,None,None,None,22:38:52, 11/01/2022,PresentNone
None,None,None,None,22:38:52, 11/01/2022,PresentNone
None,None,None,None,22:38:52, 11/01/2022,PresentNone
None,None,None,None,22:38:52, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:53, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:54, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:55, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:56, 11/01/2022,PresentNone
None,None,None,None,22:38:57, 11/01/2022,PresentNone
None,None,None,None,22:38:57, 11/01/2022,PresentNone
None,None,None,None,22:38:57, 11/01/2022,PresentNone
None,None,None,None,22:38:57, 11/01/2022,PresentNone
None,None,None,None,22:38:57, 11/01/2022,PresentNone
None,None,None,None,22:38:57, 11/01/2022,PresentNone
None,None,None,None,22:38:57, 11/01/2022,PresentNone
None,None,None,None,22:38:57, 11/01/2022,PresentNone
None,None,None,None,22:38:57, 11/01/2022,PresentNone
